200517 212526.468|CONFIG|Thread-4|setFileHandlers|Now logging to E:\CODE\C++\pc2Client - Copy\bin\logs directory.
200517 215018.287|INFO|Thread-33|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #169017 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 220351.547|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 7 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\7_sorting-7.cpp
200517 220351.549|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #13 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 220351.550|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #13 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 220354.649|INFO|Thread-36|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #169555 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 220354.650|INFO|Thread-36|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #169555, o#169555 ) recieveObject
200517 220354.650|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 220354.650|INFO|Thread-36|dumpPacket|    To: TEAM360 @ site 1
200517 220354.650|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14991 QUEUED_FOR_COMPUTER_JUDGEMENT 9276 min 556587034ms from TEAM360 @ site 1 id Run-7118038176233588480 problem CONTEST_6_-_BAI_7-9181079589637768961 lang C/C++-2403438320861709078
200517 220354.650|INFO|Thread-36|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #169555 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 220354.651|INFO|Thread-36|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #169555, o#169555 ) handlePacket
200517 220354.651|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 220354.651|INFO|Thread-36|dumpPacket|    To: TEAM360 @ site 1
200517 220354.651|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14991 QUEUED_FOR_COMPUTER_JUDGEMENT 9276 min 556587034ms from TEAM360 @ site 1 id Run-7118038176233588480 problem CONTEST_6_-_BAI_7-9181079589637768961 lang C/C++-2403438320861709078
200517 220359.083|INFO|Thread-36|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #169555 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 220402.933|INFO|Thread-37|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #169564 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 220402.933|INFO|Thread-37|dumpPacket|Packet RUN_JUDGEMENT (Seq #169564, o#169564 ) recieveObject
200517 220402.933|INFO|Thread-37|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 220402.933|INFO|Thread-37|dumpPacket|    To: TEAM360 @ site 1
200517 220402.933|INFO|Thread-37|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-3923958693071686293
200517 220402.934|INFO|Thread-37|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14991 JUDGED 9276 min 556587034ms from TEAM360 @ site 1 id Run-7118038176233588480 problem CONTEST_6_-_BAI_7-9181079589637768961 lang C/C++-2403438320861709078
200517 220402.934|INFO|Thread-37|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 220402.934|INFO|Thread-37|info|handlePacket start Packet[RUN_JUDGEMENT] #169564 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 220402.934|INFO|Thread-37|dumpPacket|Packet RUN_JUDGEMENT (Seq #169564, o#169564 ) handlePacket
200517 220402.934|INFO|Thread-37|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 220402.934|INFO|Thread-37|dumpPacket|    To: TEAM360 @ site 1
200517 220402.934|INFO|Thread-37|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-3923958693071686293
200517 220402.934|INFO|Thread-37|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 14991 JUDGED 9276 min 556587034ms from TEAM360 @ site 1 id Run-7118038176233588480 problem CONTEST_6_-_BAI_7-9181079589637768961 lang C/C++-2403438320861709078
200517 220402.934|INFO|Thread-37|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 220425.870|INFO|Thread-37|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 14991 JUDGED 9276 min 556587034ms from TEAM360 @ site 1 id Run-7118038176233588480 problem CONTEST_6_-_BAI_7-9181079589637768961 lang C/C++-2403438320861709078; runFiles=null
200517 220425.870|INFO|Thread-37|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 220425.870|INFO|Thread-37|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #169564 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 221717.184|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 7 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\9_sorting-9.cpp
200517 221717.185|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #14 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 221717.186|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #14 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 221720.508|INFO|Thread-39|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #170009 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 221720.508|INFO|Thread-39|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #170009, o#170009 ) recieveObject
200517 221720.508|INFO|Thread-39|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 221720.508|INFO|Thread-39|dumpPacket|    To: TEAM360 @ site 1
200517 221720.508|INFO|Thread-39|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15036 QUEUED_FOR_COMPUTER_JUDGEMENT 9289 min 557392819ms from TEAM360 @ site 1 id Run-4284071659714528605 problem CONTEST_6_-_BAI_7-9181079589637768961 lang C/C++-2403438320861709078
200517 221720.508|INFO|Thread-39|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #170009 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 221720.508|INFO|Thread-39|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #170009, o#170009 ) handlePacket
200517 221720.509|INFO|Thread-39|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 221720.509|INFO|Thread-39|dumpPacket|    To: TEAM360 @ site 1
200517 221720.509|INFO|Thread-39|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15036 QUEUED_FOR_COMPUTER_JUDGEMENT 9289 min 557392819ms from TEAM360 @ site 1 id Run-4284071659714528605 problem CONTEST_6_-_BAI_7-9181079589637768961 lang C/C++-2403438320861709078
200517 221800.560|INFO|Thread-39|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #170009 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 221801.769|INFO|Thread-40|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #170038 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 221801.770|INFO|Thread-40|dumpPacket|Packet RUN_JUDGEMENT (Seq #170038, o#170038 ) recieveObject
200517 221801.770|INFO|Thread-40|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 221801.770|INFO|Thread-40|dumpPacket|    To: TEAM360 @ site 1
200517 221801.770|INFO|Thread-40|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer--4278751967443409189 id JudgementRecord-8468606126808356222
200517 221801.770|INFO|Thread-40|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15036 JUDGED 9289 min 557392819ms from TEAM360 @ site 1 id Run-4284071659714528605 problem CONTEST_6_-_BAI_7-9181079589637768961 lang C/C++-2403438320861709078
200517 221801.770|INFO|Thread-40|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 221801.770|INFO|Thread-40|info|handlePacket start Packet[RUN_JUDGEMENT] #170038 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 221801.770|INFO|Thread-40|dumpPacket|Packet RUN_JUDGEMENT (Seq #170038, o#170038 ) handlePacket
200517 221801.770|INFO|Thread-40|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 221801.770|INFO|Thread-40|dumpPacket|    To: TEAM360 @ site 1
200517 221801.771|INFO|Thread-40|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer--4278751967443409189 id JudgementRecord-8468606126808356222
200517 221801.771|INFO|Thread-40|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15036 JUDGED 9289 min 557392819ms from TEAM360 @ site 1 id Run-4284071659714528605 problem CONTEST_6_-_BAI_7-9181079589637768961 lang C/C++-2403438320861709078
200517 221801.771|INFO|Thread-40|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 221803.754|INFO|Thread-40|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 15036 JUDGED 9289 min 557392819ms from TEAM360 @ site 1 id Run-4284071659714528605 problem CONTEST_6_-_BAI_7-9181079589637768961 lang C/C++-2403438320861709078; runFiles=null
200517 221803.754|INFO|Thread-40|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 221803.754|INFO|Thread-40|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #170038 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 221808.287|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 9 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\9_sorting-9.cpp
200517 221808.288|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #15 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 221808.288|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #15 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 221811.386|INFO|Thread-42|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #170052 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 221811.386|INFO|Thread-42|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #170052, o#170052 ) recieveObject
200517 221811.387|INFO|Thread-42|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 221811.387|INFO|Thread-42|dumpPacket|    To: TEAM360 @ site 1
200517 221811.387|INFO|Thread-42|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15040 QUEUED_FOR_COMPUTER_JUDGEMENT 9290 min 557443741ms from TEAM360 @ site 1 id Run-511060359718881201 problem CONTEST_6_-_BAI_9-6761216738987641157 lang C/C++-2403438320861709078
200517 221811.387|INFO|Thread-42|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #170052 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 221811.387|INFO|Thread-42|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #170052, o#170052 ) handlePacket
200517 221811.387|INFO|Thread-42|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 221811.387|INFO|Thread-42|dumpPacket|    To: TEAM360 @ site 1
200517 221811.387|INFO|Thread-42|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15040 QUEUED_FOR_COMPUTER_JUDGEMENT 9290 min 557443741ms from TEAM360 @ site 1 id Run-511060359718881201 problem CONTEST_6_-_BAI_9-6761216738987641157 lang C/C++-2403438320861709078
200517 221841.734|INFO|Thread-43|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #170070 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 221841.734|INFO|Thread-43|dumpPacket|Packet RUN_JUDGEMENT (Seq #170070, o#170070 ) recieveObject
200517 221841.734|INFO|Thread-43|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 221841.734|INFO|Thread-43|dumpPacket|    To: TEAM360 @ site 1
200517 221841.734|INFO|Thread-43|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord--3154446790068487039
200517 221841.734|INFO|Thread-43|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15040 JUDGED 9290 min 557443741ms from TEAM360 @ site 1 id Run-511060359718881201 problem CONTEST_6_-_BAI_9-6761216738987641157 lang C/C++-2403438320861709078
200517 221841.735|INFO|Thread-43|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 221841.735|INFO|Thread-43|info|handlePacket start Packet[RUN_JUDGEMENT] #170070 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 221841.735|INFO|Thread-43|dumpPacket|Packet RUN_JUDGEMENT (Seq #170070, o#170070 ) handlePacket
200517 221841.735|INFO|Thread-43|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 221841.735|INFO|Thread-43|dumpPacket|    To: TEAM360 @ site 1
200517 221841.735|INFO|Thread-43|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord--3154446790068487039
200517 221841.735|INFO|Thread-43|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15040 JUDGED 9290 min 557443741ms from TEAM360 @ site 1 id Run-511060359718881201 problem CONTEST_6_-_BAI_9-6761216738987641157 lang C/C++-2403438320861709078
200517 221841.735|INFO|Thread-43|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 222054.925|INFO|Thread-43|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 15040 JUDGED 9290 min 557443741ms from TEAM360 @ site 1 id Run-511060359718881201 problem CONTEST_6_-_BAI_9-6761216738987641157 lang C/C++-2403438320861709078; runFiles=null
200517 222054.925|INFO|Thread-43|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 222054.926|INFO|Thread-43|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #170070 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 222650.864|INFO|Thread-42|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #170052 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 222657.890|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 10 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\10_sorting-10.cpp
200517 222657.892|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #16 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 222657.892|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #16 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 222700.488|INFO|Thread-45|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #170212 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 222700.488|INFO|Thread-45|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #170212, o#170212 ) recieveObject
200517 222700.488|INFO|Thread-45|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 222700.489|INFO|Thread-45|dumpPacket|    To: TEAM360 @ site 1
200517 222700.489|INFO|Thread-45|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15055 QUEUED_FOR_COMPUTER_JUDGEMENT 9299 min 557973295ms from TEAM360 @ site 1 id Run-778091469427825530 problem CONTEST_6_-_BAI_10--3460723793779181551 lang C/C++-2403438320861709078
200517 222700.489|INFO|Thread-45|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #170212 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 222700.489|INFO|Thread-45|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #170212, o#170212 ) handlePacket
200517 222700.489|INFO|Thread-45|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 222700.489|INFO|Thread-45|dumpPacket|    To: TEAM360 @ site 1
200517 222700.489|INFO|Thread-45|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15055 QUEUED_FOR_COMPUTER_JUDGEMENT 9299 min 557973295ms from TEAM360 @ site 1 id Run-778091469427825530 problem CONTEST_6_-_BAI_10--3460723793779181551 lang C/C++-2403438320861709078
200517 222709.145|INFO|Thread-46|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #170226 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 222709.145|INFO|Thread-46|dumpPacket|Packet RUN_JUDGEMENT (Seq #170226, o#170226 ) recieveObject
200517 222709.145|INFO|Thread-46|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 222709.145|INFO|Thread-46|dumpPacket|    To: TEAM360 @ site 1
200517 222709.146|INFO|Thread-46|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-7169264519206292006
200517 222709.146|INFO|Thread-46|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15055 JUDGED 9299 min 557973295ms from TEAM360 @ site 1 id Run-778091469427825530 problem CONTEST_6_-_BAI_10--3460723793779181551 lang C/C++-2403438320861709078
200517 222709.146|INFO|Thread-46|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 222709.146|INFO|Thread-46|info|handlePacket start Packet[RUN_JUDGEMENT] #170226 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 222709.146|INFO|Thread-46|dumpPacket|Packet RUN_JUDGEMENT (Seq #170226, o#170226 ) handlePacket
200517 222709.146|INFO|Thread-46|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 222709.146|INFO|Thread-46|dumpPacket|    To: TEAM360 @ site 1
200517 222709.146|INFO|Thread-46|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-7169264519206292006
200517 222709.146|INFO|Thread-46|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15055 JUDGED 9299 min 557973295ms from TEAM360 @ site 1 id Run-778091469427825530 problem CONTEST_6_-_BAI_10--3460723793779181551 lang C/C++-2403438320861709078
200517 222709.146|INFO|Thread-46|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 222715.617|INFO|Thread-46|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 15055 JUDGED 9299 min 557973295ms from TEAM360 @ site 1 id Run-778091469427825530 problem CONTEST_6_-_BAI_10--3460723793779181551 lang C/C++-2403438320861709078; runFiles=null
200517 222715.618|INFO|Thread-46|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 222715.618|INFO|Thread-46|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #170226 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 222726.201|INFO|Thread-45|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #170212 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 224041.812|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 11 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\11_sum-closet-zero.cpp
200517 224041.815|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #17 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 224041.815|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #17 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 224046.570|INFO|Thread-48|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #170490 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 224046.570|INFO|Thread-48|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #170490, o#170490 ) recieveObject
200517 224046.570|INFO|Thread-48|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 224046.570|INFO|Thread-48|dumpPacket|    To: TEAM360 @ site 1
200517 224046.570|INFO|Thread-48|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15078 QUEUED_FOR_COMPUTER_JUDGEMENT 9313 min 558797236ms from TEAM360 @ site 1 id Run--8211933538628787126 problem CONTEST_6_-_BAI_11-3528108028558468975 lang C/C++-2403438320861709078
200517 224046.570|INFO|Thread-48|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #170490 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 224046.570|INFO|Thread-48|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #170490, o#170490 ) handlePacket
200517 224046.570|INFO|Thread-48|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 224046.570|INFO|Thread-48|dumpPacket|    To: TEAM360 @ site 1
200517 224046.570|INFO|Thread-48|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15078 QUEUED_FOR_COMPUTER_JUDGEMENT 9313 min 558797236ms from TEAM360 @ site 1 id Run--8211933538628787126 problem CONTEST_6_-_BAI_11-3528108028558468975 lang C/C++-2403438320861709078
200517 224109.600|INFO|Thread-49|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #170509 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 224109.600|INFO|Thread-49|dumpPacket|Packet RUN_JUDGEMENT (Seq #170509, o#170509 ) recieveObject
200517 224109.601|INFO|Thread-49|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 224109.601|INFO|Thread-49|dumpPacket|    To: TEAM360 @ site 1
200517 224109.601|INFO|Thread-49|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord--5977954136240672416
200517 224109.601|INFO|Thread-49|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15078 JUDGED 9313 min 558797236ms from TEAM360 @ site 1 id Run--8211933538628787126 problem CONTEST_6_-_BAI_11-3528108028558468975 lang C/C++-2403438320861709078
200517 224109.601|INFO|Thread-49|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 224109.601|INFO|Thread-49|info|handlePacket start Packet[RUN_JUDGEMENT] #170509 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 224109.601|INFO|Thread-49|dumpPacket|Packet RUN_JUDGEMENT (Seq #170509, o#170509 ) handlePacket
200517 224109.601|INFO|Thread-49|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 224109.601|INFO|Thread-49|dumpPacket|    To: TEAM360 @ site 1
200517 224109.601|INFO|Thread-49|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord--5977954136240672416
200517 224109.601|INFO|Thread-49|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15078 JUDGED 9313 min 558797236ms from TEAM360 @ site 1 id Run--8211933538628787126 problem CONTEST_6_-_BAI_11-3528108028558468975 lang C/C++-2403438320861709078
200517 224109.601|INFO|Thread-49|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 224117.846|INFO|Thread-49|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 15078 JUDGED 9313 min 558797236ms from TEAM360 @ site 1 id Run--8211933538628787126 problem CONTEST_6_-_BAI_11-3528108028558468975 lang C/C++-2403438320861709078; runFiles=null
200517 224117.846|INFO|Thread-49|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 224117.846|INFO|Thread-49|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #170509 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 224119.726|INFO|Thread-48|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #170490 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 225316.267|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 12 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\12_k-lagest-element-1.cpp
200517 225316.268|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #18 TEAM360 @ site 1 -> SERVER0 @ site 1
